No. Urut,Ref,Tgl Ref,No. Ref,No. Dok Ref,Kode Cust,Nama Cust,Alamat Cust,Kode Panel,Nama Panel,Kode Sales,Nama Sales,Keterangan,Pajak,Kategori Pjk,Kode Barang,Nama Jns Brg,Ket Ref,Qty,Sat,Qty Std,Sat Std,Harga (+),Harga Sbl (+),Harga Unit(Mu),Total(MU),Disc. 1 (%),Disc. 1 (MU),Disc. 2 (%),Disc. 2 (MU),Disc. 3 (%),Disc. 3 (MU),Disc. 4 (MU),Disc. 5 (%),Disc. 5 (MU),Disc. 6 (MU),Subtot Disc(Mu),Subtot(Mu),Hrg Unit Riil(Mu),Total Riil(Mu),Subtot Disc Riil(Mu),Subtot Riil(Mu),Disc Akh(Mu),Subtot Net(Mu),Pjk(Mu),Subtot Net Pjk(Mu),Kode Kota,Nama Kota
191.,FJ,08/05/2025,2505-MX0157,2505-MX0157,KV00715,PT.BETA MART ABADI,PASSO,,,SL12,FENDRY,Negeri Lama,PPN,Include,4100001397,,D,2.00,RTG,24.00,PCS,0.00,"9,750.00","9,750.00","19,500.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"19,500.00","8,783.78","17,567.57",0.00,"17,567.57",0.00,"17,567.57","1,932.43","19,500.00",AMBON,AMBON
201.,FJ,08/05/2025,2505-MX0156,2505-MX0156,YON--0001,WALE,BENTAS,,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,1.00,CRT,60.00,PCS,0.00,"102,300.00","102,300.00","102,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"102,300.00","92,162.16","92,162.16",0.00,"92,162.16",0.00,"92,162.16","10,137.84","102,300.00",AMBON,AMBON
202.,FJ,08/05/2025,2505-MX0156,2505-MX0156,YON--0001,WALE,BENTAS,,,SL12,Erwin Taneo,,PPN,Include,4100001206,,D,1.00,CRT,60.00,PCS,0.00,"102,300.00","102,300.00","102,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"102,300.00","92,162.16","92,162.16",0.00,"92,162.16",0.00,"92,162.16","10,137.84","102,300.00",AMBON,AMBON
203.,FJ,08/05/2025,2505-MX0156,2505-MX0156,YON--0001,WALE,BENTAS,,,SL12,Erwin Taneo,,PPN,Include,41000001424,,D,1.00,BALL,12.00,PAK,0.00,"90,000.00","90,000.00","90,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"90,000.00","81,081.08","81,081.08",0.00,"81,081.08",0.00,"81,081.08","8,918.92","90,000.00",AMBON,AMBON
204.,FJ,08/05/2025,2505-MX0156,2505-MX0156,YON--0001,WALE,BENTAS,,,SL12,Erwin Taneo,,PPN,Include,4100001425,,D,1.00,BAL,12.00,PAK,0.00,"100,000.08","100,000.08","100,000.08",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"100,000.08","90,090.16","90,090.16",0.00,"90,090.16",0.00,"90,090.16","9,909.92","100,000.08",AMBON,AMBON
205.,FJ,08/05/2025,2505-MX0156,2505-MX0156,YON--0001,WALE,BENTAS,,,SL12,Erwin Taneo,,PPN,Include,4100001151,,D,1.00,CRT,60.00,PCS,0.00,"102,300.00","102,300.00","102,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"102,300.00","92,162.16","92,162.16",0.00,"92,162.16",0.00,"92,162.16","10,137.84","102,300.00",AMBON,AMBON
43.,FJ,09/05/2025,2505-MX0206,2505-MX0206,110--KIO0728,KIOS BAPA ED ( KONTAN ),LEMBAH ARGO,,,SL12,Erwin Taneo,,PPN,Include,4100001128,,D,1.00,CRT,60.00,PCS,0.00,"102,300.00","102,300.00","102,300.00",42.00,"42,966.00",8.00,"4,746.72",0.00,0.00,0.00,0.00,0.00,0.00,"47,712.72","54,587.28","92,162.16","92,162.16","42,984.43","49,177.73",0.00,"49,177.73","5,409.55","54,587.28",AMBON,AMBON
60.,FJ,09/05/2025,2505-MX0215,2505-MX0215,110--PT.0481,PT. INTI CAKRAWALA CITRA,"JL. ANCOL BARAT I NO. 9-10 ANCOL PADEMANGAN JAKARTA UTARA, DKII JAKARTA-14430",,,SL10,FENDRY,,PPN,Include,4100000909,,D,25.00,CRT,400.00,PCS,0.00,"132,000.00","132,000.00","3,300,000.00",15.00,"19,800.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"495,000.00","2,805,000.00","118,918.92","2,972,972.98","445,945.95","2,527,027.03",0.00,"2,527,027.03","277,972.97","2,805,000.00",JAKARTA,JAKARTA
61.,FJ,09/05/2025,2505-MX0215,2505-MX0215,110--PT.0481,PT. INTI CAKRAWALA CITRA,"JL. ANCOL BARAT I NO. 9-10 ANCOL PADEMANGAN JAKARTA UTARA, DKII JAKARTA-14430",,,SL10,FENDRY,,PPN,Include,4100000920,,D,16.00,CRT,256.00,PCS,0.00,"132,000.00","132,000.00","2,112,000.00",15.00,"19,800.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"316,800.00","1,795,200.00","118,918.92","1,902,702.71","285,405.41","1,617,297.30",0.00,"1,617,297.30","177,902.70","1,795,200.00",JAKARTA,JAKARTA
62.,FJ,09/05/2025,2505-MX0215,2505-MX0215,110--PT.0481,PT. INTI CAKRAWALA CITRA,"JL. ANCOL BARAT I NO. 9-10 ANCOL PADEMANGAN JAKARTA UTARA, DKII JAKARTA-14430",,,SL10,FENDRY,,PPN,Include,4100001151,,D,6.00,CRT,360.00,PCS,0.00,"102,300.00","102,300.00","613,800.00",3.00,"3,069.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"18,414.00","595,386.00","92,162.16","552,972.97","16,589.19","536,383.78",0.00,"536,383.78","59,002.22","595,386.00",JAKARTA,JAKARTA
75.,FJ,09/05/2025,2505-MX0185,2505-MX0185,110--RM.0314,RM. ALAM HIJAU,SBLM LIBERTI LAHA SBLH KIRI,,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,1.00,CRT,60.00,PCS,0.00,"102,300.00","102,300.00","102,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"102,300.00","92,162.16","92,162.16",0.00,"92,162.16",0.00,"92,162.16","10,137.84","102,300.00",AMBON,AMBON
80.,FJ,09/05/2025,2505-MX0216,2505-MX0216,BY0001,BUYUNG KANVAS,PASSO,,,SL10,Erwin Taneo,Uwa Adel,PPN,Include,4100000073,,D,6.00,BTL,6.00,BTL,0.00,"8,700.00","8,700.00","52,200.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"52,200.00","7,837.84","47,027.03",0.00,"47,027.03",0.00,"47,027.03","5,172.97","52,200.00",AMBON,AMBON
88.,FJ,09/05/2025,2505-MX0213,2505-MX0213,CUST0024,CV. REJEKI CEMERLANG,JL. AY. PATTY,,,SL12,Erwin Taneo,,PPN,Include,4100001079NEW,,D,12.00,PCS,12.00,PCS,0.00,"5,750.00","5,750.00","69,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"69,000.00","5,180.18","62,162.16",0.00,"62,162.16",0.00,"62,162.16","6,837.84","69,000.00",AMBON,AMBON
89.,FJ,09/05/2025,2505-MX0213,2505-MX0213,CUST0024,CV. REJEKI CEMERLANG,JL. AY. PATTY,,,SL12,Erwin Taneo,,PPN,Include,4100000885NEW,,D,12.00,PCS,12.00,PCS,0.00,"5,750.00","5,750.00","69,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"69,000.00","5,180.18","62,162.16",0.00,"62,162.16",0.00,"62,162.16","6,837.84","69,000.00",AMBON,AMBON
90.,FJ,09/05/2025,2505-MX0213,2505-MX0213,CUST0024,CV. REJEKI CEMERLANG,JL. AY. PATTY,,,SL12,Erwin Taneo,,PPN,Include,4100000056,,D,6.00,BTL,6.00,BTL,0.00,"8,700.00","8,700.00","52,200.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"52,200.00","7,837.84","47,027.03",0.00,"47,027.03",0.00,"47,027.03","5,172.97","52,200.00",AMBON,AMBON
91.,FJ,09/05/2025,2505-MX0213,2505-MX0213,CUST0024,CV. REJEKI CEMERLANG,JL. AY. PATTY,,,SL12,Erwin Taneo,,PPN,Include,4100000804,,D,1.00,CRT,240.00,PCS,0.00,"214,512.00","214,512.00","214,512.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"214,512.00","193,254.05","193,254.05",0.00,"193,254.05",0.00,"193,254.05","21,257.95","214,512.00",AMBON,AMBON
92.,FJ,09/05/2025,2505-MX0213,2505-MX0213,CUST0024,CV. REJEKI CEMERLANG,JL. AY. PATTY,,,SL12,Erwin Taneo,,PPN,Include,4100000073,,D,6.00,BTL,6.00,BTL,0.00,"8,700.00","8,700.00","52,200.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"52,200.00","7,837.84","47,027.03",0.00,"47,027.03",0.00,"47,027.03","5,172.97","52,200.00",AMBON,AMBON
136.,FJ,09/05/2025,2505-MX0184,2505-MX0184,CUST1096,CAHAYA FATHAN*,PERTOKOAN BATU MERAH,,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,2.00,CRT,120.00,PCS,0.00,"102,300.00","102,300.00","204,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"204,600.00","92,162.16","184,324.32",0.00,"184,324.32",0.00,"184,324.32","20,275.68","204,600.00",AMBON,AMBON
151.,FJ,09/05/2025,2505-MX0203,2505-MX0203,ECI--0001,ECI,PASAR HITU,,,EL01,Erwin Taneo,,PPN,Include,4100000575,,D,1.00,CRT,12.00,PCS,0.00,"266,400.00","266,400.00","266,400.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"266,400.00","240,000.00","240,000.00",0.00,"240,000.00",0.00,"240,000.00","26,400.00","266,400.00",AMBON,AMBON
157.,FJ,09/05/2025,2505-MX0183,2505-MX0183,KV00174,CV INDO JAYA,JL YAN PAAYS NO. RT.003 RW.001,,,SL12,FENDRY,,PPN,Include,4100000450,,D,3.00,CRT,36.00,PCS,0.00,"276,000.00","276,000.00","828,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"828,000.00","248,648.65","745,945.95",0.00,"745,945.95",0.00,"745,945.95","82,054.05","828,000.00",AMBON,AMBON
196.,FJ,09/05/2025,2505-MX0212,2505-MX0212,PT.--0012,PT. MIDI UTAMA INDONESIA TBK,TANGERANG,,,SL10,FENDRY,,PPN,Include,4100000894,,D,3.00,CRT,144.00,PCS,0.00,"254,400.00","254,400.00","763,200.00",2.00,"5,088.00",2.50,"6,232.80",0.00,0.00,0.00,0.00,0.00,0.00,"33,962.40","729,237.60","229,189.19","687,567.57","30,596.76","656,970.81",0.00,"656,970.81","72,266.79","729,237.60",AMBON,AMBON
197.,FJ,09/05/2025,2505-MX0212,2505-MX0212,PT.--0012,PT. MIDI UTAMA INDONESIA TBK,TANGERANG,,,SL10,FENDRY,,PPN,Include,4100001242,,D,6.00,CRT,144.00,PCS,0.00,"112,907.04","118,800.00","712,800.00",2.00,"2,376.00",2.50,"2,910.60",0.00,0.00,0.00,0.00,0.00,0.00,"31,719.60","681,080.40","107,027.03","642,162.17","28,576.22","613,585.95",0.00,"613,585.95","67,494.45","681,080.40",AMBON,AMBON
198.,FJ,09/05/2025,2505-MX0212,2505-MX0212,PT.--0012,PT. MIDI UTAMA INDONESIA TBK,TANGERANG,,,SL10,FENDRY,,PPN,Include,4100000909,,D,13.00,CRT,208.00,PCS,0.00,"132,000.00","132,000.00","1,716,000.00",2.00,"2,640.00",2.50,"3,234.00",0.00,0.00,0.00,0.00,0.00,0.00,"76,362.00","1,639,638.00","118,918.92","1,545,945.94","68,794.59","1,477,151.35",0.00,"1,477,151.35","162,486.65","1,639,638.00",AMBON,AMBON
9.,FJ,10/05/2025,2505-MX0246,2505-MX0246,110--AIK0077,AIKO,DEKAT TOKO H.NONA RMH TIGA,,,EL01,Erwin Taneo,,PPN,Include,4100001212.,,D,2.00,CRT,120.00,PCS,0.00,"102,300.00","102,300.00","204,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"204,600.00","92,162.16","184,324.32",0.00,"184,324.32",0.00,"184,324.32","20,275.68","204,600.00",,
53.,FJ,10/05/2025,2505-MX0233,2505-MX0233,110--PEN0535,PENGINAPAN TANAH TINGGI,SKIP,,,SL12,Erwin Taneo,,PPN,Include,41000001424,,D,1.00,BALL,12.00,PAK,0.00,"90,000.00","90,000.00","90,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"90,000.00","81,081.08","81,081.08",0.00,"81,081.08",0.00,"81,081.08","8,918.92","90,000.00",AMBON,AMBON
87.,FJ,10/05/2025,2505-MX0235,2505-MX0235,C-PRI--001,PRISON TOKO (BATU MEJA),BATU MEJA,,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,1.00,CRT,60.00,PCS,0.00,"102,300.00","102,300.00","102,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"102,300.00","92,162.16","92,162.16",0.00,"92,162.16",0.00,"92,162.16","10,137.84","102,300.00",AMBON,AMBON
143.,FJ,10/05/2025,2505-MX0245,2505-MX0245,CUST1396,OKE MART 2,"JL. GD ARANG, BLAKANG PUSKESMAS BENTENG",,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,1.00,CRT,60.00,PCS,0.00,"102,300.00","102,300.00","102,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"102,300.00","92,162.16","92,162.16",0.00,"92,162.16",0.00,"92,162.16","10,137.84","102,300.00",AMBON,AMBON
144.,FJ,10/05/2025,2505-MX0245,2505-MX0245,CUST1396,OKE MART 2,"JL. GD ARANG, BLAKANG PUSKESMAS BENTENG",,,SL12,Erwin Taneo,,PPN,Include,4100001078,,D,12.00,PCS,12.00,PCS,0.00,"5,750.00","5,750.00","69,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"69,000.00","5,180.18","62,162.16",0.00,"62,162.16",0.00,"62,162.16","6,837.84","69,000.00",AMBON,AMBON
162.,FJ,10/05/2025,2505-MX0236,2505-MX0236,KV00264,EMPI,KUDAMATI,,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,2.00,CRT,120.00,PCS,0.00,"102,300.00","102,300.00","204,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"204,600.00","92,162.16","184,324.32",0.00,"184,324.32",0.00,"184,324.32","20,275.68","204,600.00",AMBON,AMBON
164.,FJ,10/05/2025,2505-MX0234,2505-MX0234,KV00476,KOPERASI PALDAM,SKIP,,,SL12,Erwin Taneo,,PPN,Include,4100000920,,D,1.00,CRT,16.00,PCS,0.00,"132,000.00","132,000.00","132,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"132,000.00","118,918.92","118,918.92",0.00,"118,918.92",0.00,"118,918.92","13,081.08","132,000.00",AMBON,AMBON
192.,FJ,10/05/2025,2505-MX0237,2505-MX0237,KV00813,SALLY/AIR SALOBAR,AIR SALOBAR,,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,1.00,CRT,60.00,PCS,0.00,"102,300.00","102,300.00","102,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"102,300.00","92,162.16","92,162.16",0.00,"92,162.16",0.00,"92,162.16","10,137.84","102,300.00",AMBON,AMBON
3.,FJ,13/05/2025,2505-MX0279,2505-MX0279,104-CAMPINA-CAM0001,PINK TAWIRI,SAMPING J & J TAWIRI,,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,2.00,CRT,120.00,PCS,0.00,"102,300.00","102,300.00","204,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"204,600.00","92,162.16","184,324.32",0.00,"184,324.32",0.00,"184,324.32","20,275.68","204,600.00",AMBON,AMBON
4.,FJ,13/05/2025,2505-MX0279,2505-MX0279,104-CAMPINA-CAM0001,PINK TAWIRI,SAMPING J & J TAWIRI,,,SL12,Erwin Taneo,,PPN,Include,4100001206,,D,1.00,CRT,60.00,PCS,0.00,"102,300.00","102,300.00","102,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"102,300.00","92,162.16","92,162.16",0.00,"92,162.16",0.00,"92,162.16","10,137.84","102,300.00",AMBON,AMBON
42.,FJ,13/05/2025,2505-MX0267,2505-MX0267,110--KIO0405,KIOS DEWATA,DPN MCM ASTER,,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,1.00,CRT,60.00,PCS,0.00,"102,300.00","102,300.00","102,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"102,300.00","92,162.16","92,162.16",0.00,"92,162.16",0.00,"92,162.16","10,137.84","102,300.00",AMBON,AMBON
63.,FJ,13/05/2025,2505-MX0266,2505-MX0266,110--PT.0481,PT. INTI CAKRAWALA CITRA,"JL. ANCOL BARAT I NO. 9-10 ANCOL PADEMANGAN JAKARTA UTARA, DKII JAKARTA-14430",,,SL10,FENDRY,,PPN,Include,4100001396,,D,4.00,CRT,480.00,PCS,0.00,"97,500.00","99,000.00","396,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"396,000.00","89,189.19","356,756.76",0.00,"356,756.76",0.00,"356,756.76","39,243.24","396,000.00",JAKARTA,JAKARTA
76.,FJ,13/05/2025,2505-MX0264,2505-MX0264,110--TOK0688,TOKO IMAN,LORONG PUTRI,,,SL12,Erwin Taneo,,PPN,Include,4100001212.,,D,2.00,CRT,120.00,PCS,0.00,"102,300.00","102,300.00","204,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"204,600.00","92,162.16","184,324.32",0.00,"184,324.32",0.00,"184,324.32","20,275.68","204,600.00",AMBON,AMBON
77.,FJ,13/05/2025,2505-MX0264,2505-MX0264,110--TOK0688,TOKO IMAN,LORONG PUTRI,,,SL12,Erwin Taneo,,PPN,Include,41000001424,,D,1.00,BALL,12.00,PAK,0.00,"90,000.00","90,000.00","90,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"90,000.00","81,081.08","81,081.08",0.00,"81,081.08",0.00,"81,081.08","8,918.92","90,000.00",AMBON,AMBON
123.,FJ,13/05/2025,2505-MX0265,2505-MX0265,CUST0196,RAYAN /STAIN,STAIN,,,SL12,Erwin Taneo,,PPN,Include,4100000920,,D,1.00,CRT,16.00,PCS,0.00,"132,000.00","132,000.00","132,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"132,000.00","118,918.92","118,918.92",0.00,"118,918.92",0.00,"118,918.92","13,081.08","132,000.00",AMBON,AMBON
124.,FJ,13/05/2025,2505-MX0265,2505-MX0265,CUST0196,RAYAN /STAIN,STAIN,,,SL12,Erwin Taneo,,PPN,Include,4100000909,,D,1.00,CRT,16.00,PCS,0.00,"132,000.00","132,000.00","132,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"132,000.00","118,918.92","118,918.92",0.00,"118,918.92",0.00,"118,918.92","13,081.08","132,000.00",AMBON,AMBON
125.,FJ,13/05/2025,2505-MX0265,2505-MX0265,CUST0196,RAYAN /STAIN,STAIN,,,SL12,Erwin Taneo,,PPN,Include,4100001277,,D,1.00,CRT,24.00,PCS,0.00,"112,008.00","112,008.00","112,008.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"112,008.00","100,908.11","100,908.11",0.00,"100,908.11",0.00,"100,908.11","11,099.89","112,008.00",AMBON,AMBON
129.,FJ,13/05/2025,2505-MX0268,2505-MX0268,CUST0198,RAHMA KIOS,KEBUN CENGKEH,,,SL12,Erwin Taneo,,PPN,Include,4100000909,,D,1.00,CRT,16.00,PCS,0.00,"132,000.00","132,000.00","132,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"132,000.00","118,918.92","118,918.92",0.00,"118,918.92",0.00,"118,918.92","13,081.08","132,000.00",AMBON,AMBON
130.,FJ,13/05/2025,2505-MX0268,2505-MX0268,CUST0198,RAHMA KIOS,KEBUN CENGKEH,,,SL12,Erwin Taneo,,PPN,Include,4100001284,,D,1.00,CRT,24.00,PCS,0.00,"111,600.00","111,600.00","111,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"111,600.00","100,540.54","100,540.54",0.00,"100,540.54",0.00,"100,540.54","11,059.46","111,600.00",AMBON,AMBON
131.,FJ,13/05/2025,2505-MX0268,2505-MX0268,CUST0198,RAHMA KIOS,KEBUN CENGKEH,,,SL12,Erwin Taneo,,PPN,Include,4100001277,,D,1.00,CRT,24.00,PCS,0.00,"112,008.00","112,008.00","112,008.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"112,008.00","100,908.11","100,908.11",0.00,"100,908.11",0.00,"100,908.11","11,099.89","112,008.00",AMBON,AMBON
132.,FJ,13/05/2025,2505-MX0268,2505-MX0268,CUST0198,RAHMA KIOS,KEBUN CENGKEH,,,SL12,Erwin Taneo,,PPN,Include,4100001278,,D,1.00,CRT,24.00,PCS,0.00,"127,800.00","127,800.00","127,800.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"127,800.00","115,135.14","115,135.14",0.00,"115,135.14",0.00,"115,135.14","12,664.86","127,800.00",AMBON,AMBON
133.,FJ,13/05/2025,2505-MX0268,2505-MX0268,CUST0198,RAHMA KIOS,KEBUN CENGKEH,,,SL12,Erwin Taneo,,PPN,Include,4100000920,,D,1.00,CRT,16.00,PCS,0.00,"132,000.00","132,000.00","132,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"132,000.00","118,918.92","118,918.92",0.00,"118,918.92",0.00,"118,918.92","13,081.08","132,000.00",AMBON,AMBON
134.,FJ,13/05/2025,2505-MX0282,2505-MX0282,CUST1038,ANYONG/KOBISONTA*,KOBISONTA,,,SL12,Erwin Taneo,,PPN,Include,41000001424,,D,1.00,BALL,12.00,PAK,0.00,"90,000.00","90,000.00","90,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"90,000.00","81,081.08","81,081.08",0.00,"81,081.08",0.00,"81,081.08","8,918.92","90,000.00",TEHORU,TEHORU
135.,FJ,13/05/2025,2505-MX0282,2505-MX0282,CUST1038,ANYONG/KOBISONTA*,KOBISONTA,,,SL12,Erwin Taneo,,PPN,Include,4100001425,,D,1.00,BAL,12.00,PAK,0.00,"100,000.08","100,000.08","100,000.08",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"100,000.08","90,090.16","90,090.16",0.00,"90,090.16",0.00,"90,090.16","9,909.92","100,000.08",TEHORU,TEHORU
64.,FJ,14/05/2025,2505-MX0324,2505-MX0324,110--PT.0481,PT. INTI CAKRAWALA CITRA,"JL. ANCOL BARAT I NO. 9-10 ANCOL PADEMANGAN JAKARTA UTARA, DKII JAKARTA-14430",,,SL10,FENDRY,,PPN,Include,4100001284,,D,1.00,CRT,24.00,PCS,0.00,"111,600.00","115,200.00","115,200.00",15.00,"17,280.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,280.00","97,920.00","103,783.78","103,783.79","15,567.57","88,216.22",0.00,"88,216.22","9,703.78","97,920.00",JAKARTA,JAKARTA
65.,FJ,14/05/2025,2505-MX0324,2505-MX0324,110--PT.0481,PT. INTI CAKRAWALA CITRA,"JL. ANCOL BARAT I NO. 9-10 ANCOL PADEMANGAN JAKARTA UTARA, DKII JAKARTA-14430",,,SL10,FENDRY,,PPN,Include,4100001212.,,D,7.00,CRT,420.00,PCS,0.00,"102,300.00","102,300.00","716,100.00",3.00,"3,069.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"21,483.00","694,617.00","92,162.16","645,135.13","19,354.05","625,781.08",0.00,"625,781.08","68,835.92","694,617.00",JAKARTA,JAKARTA
66.,FJ,14/05/2025,2505-MX0325,2505-MX0325,110--PT.0481,PT. INTI CAKRAWALA CITRA,"JL. ANCOL BARAT I NO. 9-10 ANCOL PADEMANGAN JAKARTA UTARA, DKII JAKARTA-14430",,,SL10,FENDRY,,PPN,Include,4100001212.,,D,2.00,CRT,120.00,PCS,0.00,"102,300.00","102,300.00","204,600.00",3.00,"3,069.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,138.00","198,462.00","92,162.16","184,324.32","5,529.73","178,794.59",0.00,"178,794.59","19,667.41","198,462.00",JAKARTA,JAKARTA
